spu_code,buyer,DE,ES,FR,IT,GB,US,MX
S260625019160,吴斐,1729860375529494901,1729860375447050613,1729860375558527349,1729860375559379317,1729860375532575093,1732458927785677173,1736243641873040757
S260625019391,常捷,1729860375471888858,1729860370287270362,1729860375621179866,1729860375471561178,1729860370483681754,1732458939421921754,1736243691918231002
S260625019458,范文,1729867082253834974,1729867080725535454,1729867082254883550,1729867080779143902,,,
S260625019558,李泳乐,1729862941944617673,1729862941466532553,1729862946927057609,1729862941965785801,1729862947380566729,1732464570028823241,1736297607551813321
S260625019658,张健,1729860372885379921,1729860377353231185,1729860377399761745,1729860377361095505,1729860377352837969,1732458940292961105,1736243788863735633
S260625019672,魏冰馨,1729865898813791108,1729865898814118788,1729865898814446468,1729865894500801412,1729860371840932740,1732472202502837124,1736243810419312516
S260625019764,徐熙雅,1729860372800313724,1729860372910217596,1729860372880988540,1729860377358145916,1729860372880595324,1732458943196598652,1736243699974440316
S260625020346,游宇航,1729863468994370143,1729863468993256031,1729863468935977567,1729863471704480351,1729862747710659167,1732463926452392543,1736292030939825759
S260625020518,张宇,1729860381913618457,1729860381547665433,1729860381807187993,1729860381913946137,1729860388878587929,1732458947430813721,1736243846620349465
S260625021345,王瑶,1729860403390617788,1729860396450814140,1729860396365093052,1729860403378559164,1729860396611442876,1732458952749781180,1736243981464470716
S260625021858,张宇,1729860407988230970,1729860408249260858,1729860408248539962,1729860408160197434,1729860400334543674,1732458967846261562,1736244078413580090
S260625021925,郑川粤,1729860422528112983,1729860424179751255,1729860423914658135,1729860422420437335,1729860422444751191,1732458993311060311,1736244443717600599
S260625023067,张健,1729861328674920638,1729860410187421886,1729860410191091902,,1729860410148886718,1732458979300446398,1736244279140648126
S260625023096,黄依婷,1729860409923967790,1729860416353835822,1729860410029349678,1729860409965845294,1729860416351279918,1732458978137183022,1736244226713093934
S260625023795,阮梓颖,1729862820120665007,1729862820174863279,1729862820119288751,1729862817763466159,1729860419861191599,1732464144678228911,1736244329141471151
S260625023821,范文,1729860449511708824,1729860446267807896,1729860446203779224,1729860449771100312,1729860446372468888,1732459013708812440,1736244675833070744
S260625023982,范文,1729860423045519405,1729860421615327277,1729860423236098093,1729860423283611693,1729860421616048173,1732458987670966317,1736244363876009005
S260625024808,吴斐,1729860763770329350,1729860764905871622,1729860765768849670,1729860764703103238,1729860764994345222,1732459448945316102,1736247789664044294
S260625025074,李嘟都,1729862686080408079,1729862686910159375,1729862686470674959,1729862686255192591,,,
S260625025289,魏冰馨,1729877154238077393,1729877154272483793,1729877154272811473,1729877154974112209,1729860431408437713,1732459002716459473,1736244512706758097
S260625025660,任思宁,1729860932978120829,1729860933040576637,1729860930239436925,1729860930239764605,1729860446708930685,1732459793870852221,1736244786800723069
S260625025844,吴斐,1729860533895797109,1729860535831796085,1729860535839005045,1729860535897069941,1729860535834941813,1732459166865396085,1736245766210422133
S260625025864,王谍,1729862733297391841,1729862733492033761,1729862733620812001,1729862733507303649,1729862733493410017,1732463835800113377,1736291469410796769
S260625025978,李泳乐,1729860537653959546,1729860537667984250,1729860537559063418,1729860539199298426,1729860537559915386,1732459169393054586,1736245769225209722
S260625026554,游宇航,1729862746633378399,1729862747188468319,1729873015283030623,1729862747005164127,1729862747004312159,1732463926523433567,1736292002261272159
S260625026760,阮梓颖,1729860536493906159,1729860536496003311,1729860536650471663,1729860534782761199,1729860534740031727,1732459170023575791,1736245772120065263
S260625026969,范文,1729860455343429677,1729860453994960941,1729860453995288621,1729860455427184685,1729860453919332397,1732459036151877677,1736244853666120749
S260625027157,任思宁,1729860536652503938,1729860534775487362,1729860536625765250,1729860534785514370,1729860536571042690,1732459170968998786,1736245754264782722
S260625027528,魏冰馨,1729886641014020441,1729886639187466585,1729886639194610009,1729886639153715545,1729860451956791641,1732459022960726361,1736244781723977049
S260625027886,游宇航,1729862746877827679,1729862746597857887,1729862746632264287,1729862745596140127,1729862746164337247,1732463922845291103,1736291954797151839
S260625028111,张天一,1729862725482355330,1729862724185004674,1729862723888257666,1729862724096072322,1729860543571073666,1732459177613693570,1736245727936349826
S260625028225,吴斐,1729860538110089589,1729860538021681525,1729860539533728117,1729860538035313013,1729860538061461877,1732459177052508533,1736245829779686773
S260625028274,阮梓颖,1729861199184370344,1729861197930994344,1729861199113591464,1729861196900047528,1729860461700946600,1732460585566507688,1736245021631153832
S260625028290,刘雪莹,1729865736629557908,1729865736706235028,1729865736613042836,1729865738279623316,1729865739094760084,1732471517534458516,1736358597414913684
S260625028502,范文,1729860462050252845,1729860462230411309,1729860462299617325,1729860465589065773,1729860462194694189,1732459046458003501,1736244954876576813
S260625028617,刘雪莹,1729860466241411725,1729860466241804941,1729860462897765005,1729860462792514189,1729860466352429709,1732459051788636813,1736244918478014093
S260625028785,任思宁,1729860472285600642,1729860472320727938,1729860472438299522,1729860472285207426,1729860472356313986,1732459053623645058,1736245042003478402
S260625029093,吴斐,1729861346909198709,1729861345470290293,1729861346910050677,1729861345932843381,1729861346723076469,1732460860621820277,1736259734581118325
S260625029132,吴斐,1729861145078045043,1729861144301902195,1729861145282058611,1729861144521841011,1729860470287735155,1732460409510859123,1736245086924211571
S260625029183,阮梓颖,1729861197633067688,1729861196461742760,1729861196558342824,1729861197572840104,1729860470553221800,1732460590089212584,1736245015044064936
S260625029826,魏冰馨,1729860482814417745,1729860478727330641,1729860478725430097,1729860478678506321,1729860478772288337,1732459077597565777,1736245220994352977
S260625030046,阮梓颖,1729860484605843961,1729860485364816377,1729860485087205881,1729860485196651001,1729860484482243065,1732459075194098169,1736245277724411385
S260625030994,张健,1729861988930394380,1729861988309833996,1729861988826650892,1729861988854110476,1729861988174436620,1732462249214185740,1736273955159311628
S260625031159,陈家琪,1729862748287375800,1729862748188154296,1729862748133759416,1729862748304153016,1729862748094437816,1732463930130207160,1736292013206177208
S260625031266,李泳乐,1729860505470606002,1729860506231151282,1729860506090969778,1729860506205133490,1729860506204674738,1732459121929589426,1736245424284993202
S260625031284,常捷,1729860507316558257,1729860507327109553,1729860507218975153,1729860506469833137,1729860507244599729,,1736245482935387569
S260625032320,张天一,1729862330331274065,1729862332836977489,1729862332837305169,1729862332848511825,1729860549834546001,1732459175988073297,1736245838574290769
S260625032370,范文,1729860550227564696,1729860550277109912,1729860550161438872,1729860549855385752,1729860550215637144,1732459182807945368,1736245839348925592
S260625032399,张宇,1729860550911433423,1729860550966418127,1729860552406375119,1729860552397789903,1729860551017601743,1732459183659127503,1736245811979323087
S260625032592,范文,1729863488082188440,1729863488082516120,1729863488117512344,1729863489061361816,1729863489061034136,1732465510972493976,1736307021547799704
S260625032719,张宇,1729860558014487247,1729860556605987535,1729860558014094031,1729860556570794703,1729860556409772751,1732459190656013007,1736245819578025679
S260625032886,王瑶,1729860558977210920,1729860559013845544,1729860561193572904,1729860561252162088,1729860559014238760,1732459190179238440,1736245914325059112
S260625032909,阮梓颖,1729860563812456756,1729860563736697140,1729860563503257908,1729860563676207412,1729860562931915060,1732459198400074036,1736245929412887860
S260625033314,王谍,1729862730660223936,1729862730510015424,1729862733250862016,1729862731002125248,1729862733603904448,1732463856780153792,1736291470962427840
S260625033425,吴斐,1729860574072772612,1729860574221670404,1729860574022178820,1729860574079588356,1729860574272526340,1732459214142672900,1736246012370650116
S260625033683,李嘟都,1729871605758990642,1729871607292729650,1729871605809125682,1729871605811026226,,,
S260625034218,李嘟都,1729862686845409396,1729862686368766068,1729862686752872564,1729862686797305972,,,
S260625034544,李泳乐,1729860609025677461,1729860608312252565,1729860608311728277,1729860608311990421,1729860611129579669,1732459261174976661,1736246601054127253
S260625034636,王谍,1729867131838700076,1729873244437387820,1729867133652081196,1729867132826524204,1729860610244188716,1732459256848355884,1736246833198892588
S260625035288,吴斐,1729860629340789107,1729860629341051251,1729860629574097267,1729860628760795507,1729860629340526963,1732459287494693235,1736246739300091251
S260625036264,王谍,1729860656341817575,1729860656392542439,1729860656378124519,1729860655845120231,1729860656146979047,1732459311306412263,1736247044738090215
S260625036617,张天一,1729860640883775696,1729860640617765072,1729860641021663440,1729860641206016208,1729860642435340496,1732459297057837264,1736247439265203408
S260625036623,王谍,1729860668253641560,1729860667819006808,1729860668325075800,1729860668247481176,1729860668289031000,1732459335698387800,1736247683785459544
S260625036891,常捷,1729860670939765477,1729860671801760485,1729860671714400997,1729860671832300261,1729860670958508773,1732459336687915749,1736247874399667941
S260625036910,常捷,1729864656349797093,1729864654538578661,1729864655491537637,1729864656338721509,1729864655575096037,1732468542284665573,1736334424469309157
S260625036966,魏冰馨,,,,,1729860642378914292,1732460128642961908,1736246752565102068
S260625037212,李泳乐,1729860681864354429,1729860683202140797,1729860681762642557,1729860683368209021,1729860681712966269,1732459348610749053,1736247080625276541
S260625037578,郑川粤,1729860692595349805,1729860692551833901,1729860692596398381,1729860689846966573,1729860692509038893,1732459355788185901,1736246941359047981
S260625037776,郑川粤,1729860697728325933,1729860697487481133,1729873340140722477,1729860697407789357,1729860697729374509,1732459353734680877,1736247717033248045
S260625037840,魏冰馨,1729861143438662186,1729861143439055402,1729861144775662122,1729861143430863402,1729862367325100586,1732463140718875178,1736255221181285930
S260625037853,魏冰馨,1729860698806786287,1729860698806458607,1729860699221956847,1729860699221629167,1729860698850629871,1732459356618264815,1736247319950361839
S260625038151,陈家琪,1729860710452337476,1729860710175251268,1729860710169942852,1729860711149443908,1729860710452730692,1732459380255396676,1736248069255628612
S260626000670,张宇,1729860988572113461,1729860990176303669,1729860988387498549,1729860990334966325,1729860990471871029,1732459920655422005,1736251806206821941
S260626000683,王谍,1729862730801912419,1729862733397203555,1729862730644953699,1729862730623982179,1729862730659175011,1732475372811424355,1736291412661798499
S260626001351,王谍,1729861004412951139,1729861003759819363,1729861006309562979,1729861006323194467,1729861004764355171,1732533850995331683,1736819107918874211
S260626001823,范文,1729861076299914027,1729861076402346795,1729861078113164075,1729861078499171115,1729861078112836395,1732460130693780267,1736253695597774635
S260626002332,刘雪莹,1729889224848021894,1729862703877495174,1729862702885607814,1729862702719146374,1729862704222083462,1732463771597574534,1736290831273264518
S260626002514,徐熙雅,1729861020677544777,1729861020623018825,1729861020545948489,1729861020987661129,,1732459999264019273,1736252629345535817
S260626002628,张宇,1729861021137672757,1729861021410236981,1729861021355383349,1729861020547717685,1729861020990872117,1732459994634031669,1736252548745561653
S260626002694,张天一,1729861024989223323,1729861023173024155,1729861024809589147,1729861023121054107,1729861024809195931,1732460008432112027,1736252659944293787
S260626004027,常捷,1729861045080988311,1729861045075483287,1729861044897618583,1729861045045795479,1729861053145062039,1732460057213571735,1736253039095678615
S260626005359,张宇,1729861065025887034,1729861065122093882,1729861071506348858,1729861065049152314,1729861071515261754,1732460115921965882,1736253600554256186
S260626005547,郑川粤,1729861173666486333,1729861178647418941,1729861176506423357,1729861173828360253,1729861173827639357,1732460526831833149,1736256061025715261
S260626005937,阮梓颖,1729861193217251822,1729861191330994670,1729861191284201966,1729861191284595182,1729861079451146734,1732460581104816622,1736253728670647790
S260626006172,阮梓颖,1729861082573609900,1729861080265825196,1729861082574003116,1729861080064891820,1729861080090581932,1732460155452625836,1736253880274880428
S260626006270,魏冰馨,1729864501478857628,1729864501510970268,1729864501555993500,1729864501473352604,1729861085159136156,1732467940090155932,1736253853095462812
S260626006575,吴斐,1729861089758255477,1729861093118417269,1729861093174909301,1729861093119793525,1729861089838799221,1732460173619597685,1736253870043923829
S260626007157,魏冰馨,1729861101374380974,1729861099822291886,1729861099833498542,1729861101378313134,1729861101347773358,1732460203151561646,1736254167851763630
S260626007260,阮梓颖,1729861103663749525,1729861102375573909,1729861102304074133,1729861103733152149,1729861103733545365,1732460250392859029,1736254300009366933
S260626007311,任思宁,1729861177441360588,1729861179863505612,1729861180058344140,1729861179884280524,1729861177299737292,1732460534023164620,1736256135698220748
S260626007473,张宇,1729867384721611069,1729867383871019325,1729867384744417597,1729867383544322365,1729867384671869245,1732476597873185085,1736412190101964093
S260626007874,阮梓颖,1729861114239556524,1729861113186261932,1729861113186589612,1729861113177807788,1729861114347559852,1732460273594045356,1736254478470776748
S260626007998,阮梓颖,1729861116048808876,1729861118742404012,1729861118806105004,1729861116192136108,1729861116027706284,1732460291604059052,1736254546346280876
S260626008915,郑川粤,1729861155273283885,1729861153759467821,1729861155203684653,1729861153763137837,1729861153895455021,1732460438220804397,1736255508049724717
S260626009076,郑川粤,1729861166393235757,1729861166480595245,1729861166544427309,1729861164855433517,1729861166392842541,1732460494890045741,1736255872789284141
S260626009361,陈家琪,1729861188493679390,1729861190036658974,1729861188752218910,1729861190130440990,1729861185514674974,1732460559094813470,1736256320938084126
S260626009937,游宇航,1729861197339662866,1729861197530569234,1729861197314693650,1729861196251306514,1729861196267624978,1732460578316653074,1736256465408656914
S260626010019,游宇航,1729861269413468690,1729861269199559186,1729861269149424146,1729861268781242898,1729861269352258066,1732460718994723346,1736257690167641618
S260626010191,魏冰馨,1729861208448997856,1729861208778316256,1729861205667977696,1729861205927041504,1729861206179813856,1732460600651911648,1736540971731420640
S260626010928,常捷,1729861228649880215,1729861228106521239,1729861228490627735,1729861227086191255,1729861227085601431,1732460659886756503,1736256954566739607
S260626010963,任思宁,1729864390077094376,1729864389331294696,1729864390193682920,1729864389384509928,1729868997683354088,1732467728759624168,1736327320167876072
S260626010964,嵇晓娇,1729862250973666007,1729862251722152663,1729862251296168663,1729862251265366743,1729862250132642519,1732462791217353431,1736279263992907479
S260626011006,吴斐,1729861229177247752,1729861231043516424,1729861229283874824,1729861231218825224,1729861231318046728,1732460667146965000,1736256961675625480
S260626011012,嵇晓娇,1729861640819677329,1729861643437054097,1729861643456321681,1729861642611890321,1729861643320268945,1732461444303720593,1736265597361357969
S260626011024,张天一,1729861223771118333,1729861223447042813,1729861223408638717,1729861224719358717,1729861225930267389,1732460648395412221,1736256845337888509
S260626011135,吴斐,1729861229162633478,1729861230879348998,1729861231003277574,1729861229122984198,1729861230890621190,1732460656072364294,1736257040101573894
S260626011791,魏冰馨,,,,,1729861237888227461,1732460671270555781,1736257125059167365
S260626012131,刘雪莹,1729861270205471472,1729861271495351024,1729861270405552880,1729861270329137904,1729861271675706096,1732460723155342064,1736257604451272432
S260626012315,魏冰馨,1729861267247503984,1729861263398967920,1729861263335332464,1729861267459185264,1729861263354796656,1732460716047766128,1736257627799783024
S260626012686,阮梓颖,1729861272327526905,1729861274510596601,1729861272694004217,1729861274597038585,1729861272534424057,1732460723737694713,1736257642297918969
S260626012993,游宇航,1729861253832153695,1729861254965008991,1729861258762033759,1729861258810071647,1729861254930405983,1732460701888516703,1736257416335951455
S260626013392,王瑶,1729861261475289876,1729861261284776724,1729861261593582356,1729861264729414420,1729861258563590932,1732460717335810836,1736257618413192980
S260626013441,李泳乐,1729861253973711671,1729861258692827959,1729861253849258807,1729861253973318455,1729861258684832567,1732460701887271735,1736257377035847479
S260626013817,游宇航,1729861257588545579,1729861261187061803,1729861263929940011,1729861261160192043,1729861257638025259,1732460714549678123,1736257544840905771
S260626013958,范文,1729861257885358125,1729861264058390573,1729861258034255917,1729861257901807661,1729861257718569005,1732460715356164141,1736257522983339053
S260626013961,黄依婷,1729861268818205216,1729861269394594336,1729861269417466400,1729861268817156640,1729861269356976672,1732460720806924832,1736257633296614944
S260626013974,李泳乐,1729861266085353629,,1729861267614505117,1729861267603101853,1729861267602774173,1732460716687134877,
S260626014065,任思宁,1729861273941940670,1729861274033363390,1729861271029651902,1729861272132032958,1729861274224400830,1732460721391964606,1736257656975689150
S260626014107,李泳乐,1729861261062871930,1729861261200038778,1729861257436830586,1729861257458785146,1729861257674005370,1732460710689543034,1736257534232856442
S260626014112,任思宁,1729861264915012030,1729861264915405246,1729861265305999806,1729861265187445182,1729861265306393022,1732460714967208382,1736257562911016382
S260626014314,李泳乐,1729861271751334711,1729861270751976247,1729861270628047671,1729861270628440887,1729861270757088055,1732460723813913399,1736257709454034743
S260626014599,徐熙雅,1729861896424496040,1729861895477959592,1729861896509954984,1729861895181736872,1729861895279516584,1732462075840664488,1736271131876558760
S260626015219,王谍,1729861331477043308,1729861333709199468,1729861333707364460,1729861331421993068,1729861331556604012,1732460831580131436,1736259510682485868
S260626015804,常捷,1729861276549093809,1729861276486572465,1729861276338198961,1729861277347125681,1729861276607879601,,1736257805138429361
S260626016121,刘雪莹,1729861282955762490,1729861282959104826,1729861282994035514,1729861280638081850,1729861280692214586,1732460734897361722,1736257831607043898
S260626016325,陈家琪,1729861281627806083,1729861283792001411,1729861281627412867,1729861280985225603,1729861283677116803,1732460738123370883,1736257872125003139
S260626016498,魏冰馨,1729864337131674195,1729864337553857107,1729864337661270611,1729864335999670867,1729864337634007635,1732467549245641299,1736325691300283987
S260626016807,李泳乐,1729861335774632511,1729861336665266751,1729861335621737023,1729861335621343807,1729861335807466047,1732460838712218175,1736260160526648895
S260626017261,常捷,1729861288656542379,1729861289589250731,1729861290712668843,1729861289588791979,1729861290713127595,1732460748698981035,1736258052306536107
S260626017449,常捷,1729861289779632957,1729861289985874749,1729861291001355069,1729861289897335613,1729861290242317117,1732460758068204349,1736258069129561917
S260626017450,王可心,1729861290014251187,1729861290047871155,1729861291094612147,1729861290158037171,1729861289765148851,1732460758166376627,1736258069655880883
S260626017716,任思宁,1729862748313918089,1729862748314311305,1729862748286982793,1729862748281870985,1729862748004391561,1732463926519960201,1736292139393779337
S260626018081,阮梓颖,1729861294642404331,1729861294689721323,1729861294038948843,1729861294642797547,1729861293967776747,1732460762648908779,1736258167653304299
S260626018096,张天一,1729861293275847067,1729861293799807387,1729861293794892187,1729861293684332955,1729861293790370203,1732460763191349659,1736257964686214555
S260626018334,王可心,1729861333904038067,1729861331735976115,1729861333834373299,1729861333715163315,1729861333781354675,1732460830111862963,1736259883851547827
S260626019256,魏冰馨,1729861302998440533,1729861303022361173,1729861301816826453,1729861303275330133,1729861302571014741,1732460780314530389,1736258362161137237
S260626019359,游宇航,1729861303276509791,1729861303451621983,1729861302836763231,1729861303516371551,1729861303023540831,1732460775757222495,1736258451926648415
S260626019390,刘雪莹,1729861643444001421,1729861641052920461,1729861643493022349,1729861641082411661,1729861640992692877,1732461463656895117,1736265574503712397
S260626019809,沈亦莎,1729861305326671877,1729861305536976901,1729861304917596165,1729861305052338181,1729861304985950213,1732460768714330117,1736258494199661573
S260626020077,王瑶,1729861307784206876,1729861307204803100,1729861307197004316,1729861307192678940,1729861307928582684,1732460782847365660,1736258530041955868
S260626020207,任思宁,1729861308227820353,1729861308298206017,1729861307523046209,1729861307495586625,1729861308274416449,1732460784249312065,1736258613650818881
S260626020343,张天一,1729862445448140843,1729862445016193067,1729862444051437611,1729862443982100523,1729862445534255147,1732463281272492075,1736286243230745643
S260626021750,范文,1729863488664869016,1729863488032315544,1729863488619780248,1729863488673519768,1729863488037755032,1732465514499182744,1736306983201768600
S260626022078,魏冰馨,1729861640773867936,1729861640919882144,1729861640864831904,1729861640666519968,1729861641058687392,1732461463336227232,1736265491187598752
S260626022303,张天一,1729861318959536539,1729861318194010523,1729861319306484123,1729861319164008859,1729861319306877339,1732460798257959323,1736258890826679707
S260626022365,吴斐,1729861321324075379,1729861321327483251,1729861320926927219,1729861321633995123,1729861320665110899,1732460804816605555,1736258974993188211
S260626022622,张天一,1729861322237384747,1729861321946077227,1729861321783547947,1729861321783154731,1729861321885718571,1732460803250556971,1736259042719859755
S260626022690,吴斐,1729861322278148469,1729861322376518005,1729861322130758005,1729861322397555061,1729861322396965237,1732460808316490101,1736259266285438325
S260626022892,郑川粤,1729861465409755444,1729861467120048436,1729861466798725428,1729861466679056692,1729861466612406580,1732461047558869300,1736262199236592948
S260626023204,陈家琪,1729864428318988593,1729864425915914545,1729864427765930289,1729864428626483505,1729864428318267697,1732467916126130481,1736328589373703473
S260626023280,刘人杰,1729861325769316793,1729861324790602169,1729861324896246201,1729861325768923577,1729861325095999929,1732460814213878201,1736259133580215737
S260626023314,刘雪莹,1729863824566360417,1729863823142328673,1729863824434436449,1729863824589363553,1729862701929109857,1732466443668001121,1736290674997167457
S260626023481,常捷,1729861560078998117,1729861574889740901,1729861574681795173,1729861574639786597,1729861574711614053,1732461234118300261,1736263527986923109
S260626023964,任思宁,1729861337353526202,1729861336813640634,1729861336869870522,1729861337016736698,1729861338079861690,1732460840398525370,1736259536835610554
S260626024280,王瑶,1729861515438955036,1729861515665644060,1729865842481732124,1729861515762506268,1729861513997425180,1732471963518013980,1736263096918378012
S260626024483,徐熙雅,1729861360768424013,1729861363428792397,1729861361035810893,1729861363517921357,1729861363463919693,1732460885610762317,1736259793107256397
S260626024724,郑川粤,1729861353355909281,1729861353231194273,1729861356302014625,1729861356274292897,1729861356258105505,1732460868718203041,1736260245874771105
S260626026016,张天一,1729861350529735067,1729861350396565915,1729861350404561307,1729861349760276891,1729861349766568347,1732460870549279131,1736259752839185819
S260626026593,任思宁,1729861458318760754,1729861457940814642,1729861458160229170,1729861458068544306,1729861458623699762,1732461039166001970,1736261999345174322
S260626026970,张天一,1729861420000975490,1729861417628375682,1729861419839691394,1729861420029090434,1729861417546324610,1732460965650600578,1736261541935875714
S260626027221,阮梓颖,1729875515726862466,1729875513972725890,1729875515615910018,1729875515670108290,1729863146204076162,1732464900358639746,1736301826567013506
S260626027329,徐熙雅,1729861438573616125,1729861439534111741,1729861439078374397,1729861438805154813,1729861439502982141,1732460997764092925,1736261759526340605
S260626028138,吴斐,1729861412808399221,1729861414587767157,1729861414558079349,1729861414931110261,1729861414929996149,1732460952448242037,1736261369763956085
S260626028614,魏冰馨,1729862703796295992,1729862702640961848,1729862702762989880,1729862702584666424,1729862703807895864,1732463764490522936,1736290743557326136
S260626028690,徐熙雅,1729861454971705495,1729861455433996439,1729861455518734487,1729861455539378327,1729861454516689047,1732461021590753431,1736261856170247319
S260626028695,阮梓颖,1729862265204022106,1729862265206709082,1729862264459795290,1729862265161227098,1729862264479587162,1732462844184925018,1736279800925816666
S260626028798,常捷,1729861427497573093,1729861427728653029,1729861427728980709,1729861426551495397,1729861427426007781,1732460981504742117,1736261437602825957
S260626029706,魏冰馨,1729861476870428903,1729861476870691047,1729861476663859431,1729861476836743399,1729861476664121575,1732461071783858407,1736262843164493031
S260626029945,阮梓颖,1729861503479945531,1729861502938880315,1729861503813327163,1729861503813785915,1729861503694641467,1732461133732483387,1736263027605341499
S260626030498,魏冰馨,1729861479085087579,1729861478703733595,1729861479085480795,1729861479069096795,1729861478590225243,1732461079719809883,1736262228649543515
S260626031209,刘雪莹,1729861512587221285,1729876544654383397,1729876543453239589,1729861511953422629,1729861511919278373,1732500693868712229,1736263090243142949
S260626031515,魏冰馨,1729861556547721997,1729861570201099021,1729861570318867213,1729861556309367565,1729861570324830989,1732461221151871757,1736263462460360461
S260626031696,王瑶,1729861533411351038,1729861536543578622,1729861533458995710,1729861533289257470,1729861536342055422,1732461191625740798,1736263242057025022
S260626031725,王瑶,1729861895477238270,1729861895030610430,1729861896479480318,1729861895236852222,1729861896488983038,1732462074265768446,1736271131707409918
S260626031762,王可心,1729861550892161514,1729861552561166826,1729861552560773610,1729861548564912618,1729861548564519402,1732461206815019498,1736263346160109034
S260626031794,王可心,1729861570773228010,1729861556868520426,1729861570749110762,1729861570825656810,1729861556776376810,1732461221111566826,1736263475661997546
S260626031831,王瑶,1729861553155578366,1729861566007187966,1729861566191606270,1729861566191999486,1729861566187149822,1732461207038562814,1736263359249876478
S260626032921,任思宁,1729861557384288680,1729861557383895464,1729861571226016168,1729861571126598056,1729861557447530920,1732461222330798504,1736263475565135272
S260626033716,魏冰馨,1729861548436331413,1729861545159269269,1729861548225829781,1729861547864791957,1729861548146989973,1732461196977673109,1736262770666801045
S260627000369,刘雪莹,1729861804367976801,1729861804711319905,1729861800380701025,1729861804457695585,1729861676562094433,1732461589719585121,1736266609669014881
S260627000922,王瑶,1729861687825570671,1729861687104609135,1729861687038483311,1729861687034289007,1729861687880162159,1732461629050360687,1736266990259701615
S260627001236,刘人杰,1729861746579970489,1729861742359386553,1729861742461753785,1729861742460705209,1729861746382576057,1732461740105568697,1736268204416009657
S260627001384,刘人杰,1729862703864322123,1729862702638864459,1729862702613698635,1729862703645235275,1729862703837124683,1732463763633705035,1736290830971601995
S260627001499,郑川粤,1729861694514174892,1729861694170504108,1729861695065463724,1729861694481472428,1729861694607956908,1732461644494181292,1736267132602386348
S260627001512,王瑶,1729865876654888984,1729865873552349208,1729865873554380824,1729865873551300632,1729862484775770136,1732463369808613400,1736286867205030936
S260627001813,张宇,1729861698469599257,1729861699357612057,1729861698468223001,1729861698230720537,1729861699154909209,1732461680756166681,1736267198176920601
S260627002665,阮梓颖,1729865894104046248,1729865893230254760,1729865894104373928,1729865893976382120,1729861712891845288,1732472192166498984,1736267645579724456
S260627003313,张天一,1729862704204716202,1729862702697191594,1729862702629820586,1729862704182368426,1729862702558714026,1732463767627731114,1736290745010848938
S260627004463,王谍,1729878235428133163,1729878235294964011,1729878235207997739,1729878234347051307,1729861749859653931,1732504618896167211,1736268129734460715
S260627004963,魏冰馨,1729864372823627893,1729864373699450997,1729864373092915317,1729864373700827253,1729862702456674421,1732467652408873077,1736290770963760245
S260627005050,阮梓颖,1729861756282575353,1729861762609158649,1729861756282968569,1729861762712312313,1729861756425181689,1732461791018062329,1736268564746044921
S260627005298,李泳乐,1729880094924642824,1729880093946845704,1729880095105260040,1729880094934735368,1729862896474888712,1732464414938141192,1736296351130027528
S260627005743,张宇,1729861773571234581,1729861773678779157,1729861774525045525,1729861773559831317,1729861774394759957,1732461821388690197,1736268841237841685
S260627006138,张宇,1729861855714580505,1729861851819120665,1729861851934070809,1729861851352700953,1729861855800760345,1732461971293704217,1736270200035836953
S260627006491,任思宁,1729861806523718534,1729861806573198214,1729861806391008134,1729861804994370438,1729861804570155910,1732461883549717382,1736269302147680134
S260627007427,徐熙雅,1729861865087146857,1729861862511319913,1729861865086950249,1729861865224903529,1729861865221299049,1732462005887669097,1736270385287825257
S260627008856,徐熙雅,1729861891349059980,1729861891312097676,1729861891101071756,1729861887950690700,1729861887851862412,1732462066217292172,1736271001738839436
S260627009243,吴斐,1729861896166021923,1729861896271010595,1729861896127355683,1729861896165694243,1729861894255188771,1732486799801094947,1736271111420741411
S260627010088,张宇,1729861911024605675,1729861911096629739,1729861911104625131,1729861911097022955,1729861910883113451,1732462089011827179,1736271297352533483
S260627010111,魏冰馨,1729861904349764433,1729861910994000721,1729861910994328401,1729861904399965009,1729861904317324113,1732462086974706513,1736271349805647697
S260627010135,陈家琪,1729861924222572984,1729861924473444792,1729861924174862776,1729861924138686904,1729861924609038776,1732462114930725304,1736271599342880184
S260627010187,魏冰馨,1729861904317848131,1729861904375847491,1729861904249428547,1729861904376175171,1729861904346552899,1732462088658260547,1736271348927465027
S260627010392,张天一,1729861907693869646,1729861907657103950,1729861907954375246,1729861912317958734,1729862326040107598,1732462092756226638,1736271393068713550
S260627010410,范文,1729862880080009504,1729862879476488480,1729862878439905568,1729862878391671072,1729861912383625504,1732464336204632352,1736271392721896736
S260627010484,徐熙雅,1729861907697736076,1729861912473606540,1729861907663657356,1729861912473803148,1729861912481077644,1732462089058161036,1736271334734726540
S260627010704,郑川粤,1729872499557964487,1729872499851434695,1729872499557571271,1729872502519208647,1729861909848431303,1732462094454461127,1736271423795267271
S260627010818,常捷,1729861908771936426,1729861913170188458,1729861914054006954,1729861908978309290,1729861908892522666,1732462093861097642,1736271374323451050
S260627011411,常捷,1729861919564601791,1729861919505553855,1729861919445588415,1729861920353589695,1729861919517743551,1732462103266562495,1736271565800965567
S260627012032,徐熙雅,1729861925180185425,1729861924380056401,1729861925231565649,1729861925231172433,1729861925137455953,1732462112388322129,1736271621663459153
S260627012337,张宇,1729861927553506069,1729861927445568277,1729861927594400533,1729861927698275093,1729861926752000789,1732462117537420053,1736271645573613333
